ID,Nome,Idade,Regiao,Contrato,Carteirinha,Inspecao_Medica,Primeiro_Contrato,Ultimo_Contrato,Recomendacao
23845,Alexandre Araújo,54,Sul,Sem Contrato,Desativada,Dentro da validade,2024-05-07,2025-05-07,Sim
23846,Henrique Lopes Araújo,58,Sul,Dependente (23845),Ativada,Dentro da validade,,,Sim
23847,Simone Fonseca Araújo,7,Sul,Dependente (23845),Desativada,Dentro da validade,2024-05-07,2025-05-07,Sim
23848,Lucia Ferreira,58,Oeste,Plano de 5 anos,Desativada,Dentro da validade,2024-07-04,2029-07-03,Não
23849,Roberto Martins Ferreira,25,Oeste,Dependente (23848),Ativada,Dentro da validade,2024-07-04,2029-07-03,Sim
23850,Raquel Pires Ferreira,17,Oeste,Dependente (23848),Ativada,Dentro da validade,,,Sim
23851,José Carvalho,44,Sul,Sem Contrato,Desativada,Fora da validade,2024-12-26,2025-12-26,Não
23852,Cristina Machado Carvalho,60,Sul,Dependente (23851),Desativada,Dentro da validade,2024-12-26,2025-12-26,Sim
23853,Paula Melo,68,Oeste,Plano de 5 anos,Ativada,Dentro da validade,2024-02-07,2029-02-05,Não
23854,Marcelo Rezende,47,Norte,Plano de 10 anos,Ativada,Fora da validade,2024-01-19,2034-01-16,Sim
23855,Gabriel Ramos Rezende,12,Norte,Dependente (23854),Desativada,Dentro da validade,,,Sim
23856,Vanessa Correia Rezende,45,Norte,Dependente (23854),Ativada,Dentro da validade,2024-01-19,2034-01-16,Sim
23857,Bruna Ribeiro Rezende,29,Norte,Dependente (23854),Ativada,Dentro da validade,,,Sim
23858,Ricardo Barbosa Rezende,59,Norte,Dependente (23854),Desativada,Dentro da validade,,,Sim
23859,José Carvalho,18,Oeste,Sem Contrato,Desativada,Fora da validade,2024-12-31,2025-12-31,Sim
23860,Marcos Pereira,21,Oeste,Plano de 5 anos,Desativada,Dentro da validade,2024-11-09,2029-11-08,Sim
23861,Bruna Ribeiro Pereira,54,Oeste,Dependente (23860),Ativada,Dentro da validade,,,Sim
23862,Paula Melo Pereira,17,Oeste,Dependente (23860),Desativada,Dentro da validade,,,Sim
23863,Marcos Pereira Pereira,11,Oeste,Dependente (23860),Desativada,Dentro da validade,,,Sim
23864,Anderson Coelho Pereira,64,Oeste,Dependente (23860),Ativada,Dentro da validade,,,Sim
23865,Simone Fonseca Pereira,64,Oeste,Dependente (23860),Ativada,Fora da validade,,,Sim
23866,Ricardo Barbosa,25,Oeste,Plano de 10 anos,Ativada,Fora da validade,2024-09-05,2034-09-03,Não
23867,Simone Fonseca Barbosa,62,Oeste,Dependente (23866),Desativada,Fora da validade,,,Sim
23868,Diego Pinto Barbosa,6,Oeste,Dependente (23866),Desativada,Dentro da validade,,,Sim
23869,Diego Pinto Barbosa,34,Oeste,Dependente (23866),Ativada,Fora da validade,,,Sim
23870,Isabela Castro,55,Oeste,Sem Contrato,Desativada,Dentro da validade,2024-08-21,2025-08-21,Não
23871,Isabela Castro Castro,63,Oeste,Dependente (23870),Ativada,Fora da validade,,,Sim
23872,Silvia Cavalcanti,26,Oeste,Sem Contrato,Ativada,Fora da validade,2024-12-03,2025-12-03,Sim
23873,Carlos Souza Cavalcanti,31,Oeste,Dependente (23872),Desativada,Fora da validade,,,Sim
23874,Maria Santos Cavalcanti,63,Oeste,Dependente (23872),Ativada,Dentro da validade,,,Sim
23875,Bruno Castro Cavalcanti,56,Oeste,Dependente (23872),Desativada,Dentro da validade,,,Sim
23876,Eduardo Moura,57,Oeste,Plano de 10 anos,Desativada,Fora da validade,2024-06-11,2034-06-09,Não
23877,Isabela Castro Moura,16,Oeste,Dependente (23876),Ativada,Dentro da validade,,,Sim
23878,Bruna Ribeiro Moura,51,Oeste,Dependente (23876),Desativada,Dentro da validade,2024-06-11,2034-06-09,Sim
23879,Lucas Teixeira,55,Sul,Sem Contrato,Ativada,Dentro da validade,2024-01-18,2025-01-17,Não
23880,Simone Fonseca Teixeira,39,Sul,Dependente (23879),Desativada,Fora da validade,,,Sim
23881,Fernando Alves Teixeira,8,Sul,Dependente (23879),Ativada,Dentro da validade,,,Sim
23882,Eduardo Moura,56,Oeste,Plano de 5 anos,Ativada,Fora da validade,2024-12-03,2029-12-02,Não
23883,Felipe Barros Moura,62,Oeste,Dependente (23882),Desativada,Dentro da validade,,,Sim
23884,Alexandre Araújo,44,Oeste,Plano de 5 anos,Ativada,Fora da validade,2024-09-12,2029-09-11,Não
23885,Bruno Castro Araújo,14,Oeste,Dependente (23884),Ativada,Dentro da validade,,,Sim
23886,Isabela Castro Araújo,27,Oeste,Dependente (23884),Ativada,Fora da validade,,,Sim
23887,Cristina Machado,38,Oeste,Plano de 5 anos,Ativada,Fora da validade,2024-10-18,2029-10-17,Não
23888,Gustavo Azevedo Machado,30,Oeste,Dependente (23887),Desativada,Dentro da validade,,,Sim
23889,Vinicius Torres Machado,8,Oeste,Dependente (23887),Desativada,Fora da validade,,,Sim
23890,Silvia Cavalcanti Machado,57,Oeste,Dependente (23887),Desativada,Fora da validade,,,Sim
23891,Rodrigo Neves,53,Oeste,Plano de 10 anos,Ativada,Fora da validade,2024-08-28,2034-08-26,Não
23892,Patricia Rocha,32,Oeste,Plano de 5 anos,Desativada,Dentro da validade,2024-07-27,2029-07-26,Sim
23893,Lucas Teixeira Rocha,27,Oeste,Dependente (23892),Ativada,Dentro da validade,,,Sim
23894,Fernando Alves Rocha,6,Oeste,Dependente (23892),Ativada,Dentro da validade,,,Sim
23895,Marcos Pereira Rocha,8,Oeste,Dependente (23892),Desativada,Dentro da validade,2024-07-27,2029-07-26,Sim
23896,Eduardo Moura Rocha,36,Oeste,Dependente (23892),Desativada,Fora da validade,,,Sim
23897,Bruno Castro Rocha,48,Oeste,Dependente (23892),Desativada,Dentro da validade,,,Sim
23898,Juliana Lima,23,Sul,Plano de 5 anos,Desativada,Dentro da validade,2024-11-22,2029-11-21,Não
23899,Leticia Cunha,57,Oeste,Plano de 5 anos,Ativada,Dentro da validade,2024-08-23,2029-08-22,Sim
23900,Cristina Machado Cunha,42,Oeste,Dependente (23899),Ativada,Dentro da validade,,,Sim
23901,Henrique Lopes,55,Sul,Plano de 5 anos,Ativada,Fora da validade,2024-05-05,2029-05-04,Não
23902,Gabriel Ramos Lopes,6,Sul,Dependente (23901),Desativada,Dentro da validade,,,Sim
23903,Raquel Pires Lopes,58,Sul,Dependente (23901),Desativada,Fora da validade,,,Sim
23904,Carlos Souza Lopes,36,Sul,Dependente (23901),Desativada,Fora da validade,,,Sim
23905,Mariana Duarte Lopes,10,Sul,Dependente (23901),Desativada,Fora da validade,,,Sim
23906,Camila Rodrigues,28,Sul,Sem Contrato,Ativada,Fora da validade,2024-04-03,2025-04-03,Não
23907,Tatiana Moreira Rodrigues,52,Sul,Dependente (23906),Ativada,Dentro da validade,,,Sim
23908,Marcelo Rezende Rodrigues,5,Sul,Dependente (23906),Ativada,Dentro da validade,2024-04-03,2025-04-03,Sim
23909,Juliana Lima Rodrigues,5,Sul,Dependente (23906),Ativada,Dentro da validade,2024-04-03,2025-04-03,Sim
23910,Camila Rodrigues,58,Oeste,Plano de 5 anos,Desativada,Dentro da validade,2024-11-06,2029-11-05,Não
23911,Rodrigo Neves Rodrigues,40,Oeste,Dependente (23910),Ativada,Dentro da validade,,,Sim
23912,Juliana Lima Rodrigues,6,Oeste,Dependente (23910),Desativada,Dentro da validade,,,Sim
23913,Paulo Nascimento Rodrigues,12,Oeste,Dependente (23910),Ativada,Dentro da validade,,,Sim
23914,Paulo Nascimento Rodrigues,20,Oeste,Dependente (23910),Ativada,Fora da validade,,,Sim
23915,Cristina Machado,67,Oeste,Plano de 5 anos,Ativada,Fora da validade,2024-11-07,2029-11-06,Não
23916,Mariana Duarte Machado,6,Oeste,Dependente (23915),Desativada,Dentro da validade,,,Sim
23917,Beatriz Cardoso Machado,57,Oeste,Dependente (23915),Ativada,Dentro da validade,,,Sim
23918,Tatiana Moreira Machado,32,Oeste,Dependente (23915),Desativada,Dentro da validade,,,Sim
23919,Alexandre Araújo Machado,54,Oeste,Dependente (23915),Ativada,Dentro da validade,2024-11-07,2029-11-06,Sim
23920,Henrique Lopes,41,Oeste,Sem Contrato,Ativada,Dentro da validade,2024-07-16,2025-07-16,Não
23921,Carlos Souza Lopes,14,Oeste,Dependente (23920),Desativada,Dentro da validade,,,Sim
23922,Daniela Sousa,59,Sul,Sem Contrato,Desativada,Dentro da validade,2024-02-23,2025-02-22,Não
23923,Simone Fonseca Sousa,8,Sul,Dependente (23922),Ativada,Dentro da validade,,,Sim
23924,Vanessa Correia Sousa,44,Sul,Dependente (23922),Ativada,Dentro da validade,2024-02-23,2025-02-22,Sim
23925,Pedro Oliveira,51,Oeste,Plano de 5 anos,Ativada,Dentro da validade,2024-02-21,2029-02-19,Não
23926,Renata Campos Oliveira,47,Oeste,Dependente (23925),Ativada,Fora da validade,2024-02-21,2029-02-19,Sim
23927,Juliana Lima Oliveira,26,Oeste,Dependente (23925),Ativada,Fora da validade,2024-02-21,2029-02-19,Sim
23928,Felipe Barros Oliveira,48,Oeste,Dependente (23925),Ativada,Dentro da validade,,,Sim
23929,Roberto Martins,58,Oeste,Sem Contrato,Ativada,Dentro da validade,2024-05-01,2025-05-01,Não
23930,Alexandre Araújo Martins,60,Oeste,Dependente (23929),Ativada,Fora da validade,2024-05-01,2025-05-01,Sim
23931,Felipe Barros Martins,52,Oeste,Dependente (23929),Ativada,Dentro da validade,,,Sim
23932,Mariana Duarte Martins,26,Oeste,Dependente (23929),Ativada,Fora da validade,2024-05-01,2025-05-01,Sim
23933,Thiago Monteiro,58,Oeste,Sem Contrato,Ativada,Dentro da validade,2024-11-28,2025-11-28,Sim
23934,Vanessa Correia,27,Oeste,Plano de 10 anos,Ativada,Fora da validade,2024-09-06,2034-09-04,Não
23935,José Carvalho Correia,50,Oeste,Dependente (23934),Ativada,Fora da validade,,,Sim
23936,Gustavo Azevedo,64,Oeste,Plano de 5 anos,Ativada,Dentro da validade,2024-12-06,2029-12-05,Não
23937,João Silva Azevedo,28,Oeste,Dependente (23936),Ativada,Dentro da validade,,,Sim
23938,Pedro Oliveira,22,Oeste,Sem Contrato,Desativada,Fora da validade,2024-08-02,2025-08-02,Não
23939,Marcos Pereira,60,Sul,Plano de 5 anos,Desativada,Fora da validade,2024-07-03,2029-07-02,Sim
23940,Carolina Freitas,45,Oeste,Sem Contrato,Desativada,Dentro da validade,2024-03-27,2025-03-27,Sim
23941,Eduardo Moura Freitas,49,Oeste,Dependente (23940),Ativada,Fora da validade,,,Sim
23942,Bruno Castro Freitas,8,Oeste,Dependente (23940),Desativada,Dentro da validade,,,Sim
23943,Eduardo Moura,28,Norte,Plano de 5 anos,Desativada,Dentro da validade,2024-11-10,2029-11-09,Não
23944,Marcelo Rezende Moura,20,Norte,Dependente (23943),Desativada,Fora da validade,,,Sim
23945,Bruna Ribeiro,48,Oeste,Plano de 10 anos,Desativada,Dentro da validade,2024-02-06,2034-02-03,Não
23946,Paulo Nascimento Ribeiro,45,Oeste,Dependente (23945),Ativada,Dentro da validade,2024-02-06,2034-02-03,Sim
23947,Lucia Ferreira Ribeiro,22,Oeste,Dependente (23945),Desativada,Dentro da validade,,,Sim
23948,Ricardo Barbosa Ribeiro,46,Oeste,Dependente (23945),Desativada,Dentro da validade,,,Sim
23949,Vanessa Correia Ribeiro,43,Oeste,Dependente (23945),Desativada,Dentro da validade,,,Sim
23950,Isabela Castro Ribeiro,56,Oeste,Dependente (23945),Desativada,Fora da validade,,,Sim
23951,Bruno Castro Ribeiro,34,Oeste,Dependente (23945),Ativada,Fora da validade,2024-02-06,2034-02-03,Sim
23952,Juliana Lima,24,Norte,Plano de 10 anos,Ativada,Fora da validade,2024-05-17,2034-05-15,Não
23953,Cristina Machado Lima,17,Norte,Dependente (23952),Ativada,Dentro da validade,,,Sim
23954,Ana Costa Lima,34,Norte,Dependente (23952),Desativada,Dentro da validade,,,Sim
23955,Ana Costa,24,Oeste,Plano de 5 anos,Ativada,Fora da validade,2024-06-18,2029-06-17,Sim
23956,Cristina Machado Costa,8,Oeste,Dependente (23955),Ativada,Fora da validade,,,Sim
23957,Alexandre Araújo Costa,8,Oeste,Dependente (23955),Ativada,Fora da validade,,,Sim
23958,Isabela Castro,27,Oeste,Sem Contrato,Ativada,Fora da validade,2024-01-17,2025-01-16,Não
23959,Rodrigo Neves Castro,15,Oeste,Dependente (23958),Ativada,Dentro da validade,,,Sim
23960,Vanessa Correia Castro,20,Oeste,Dependente (23958),Desativada,Fora da validade,2024-01-17,2025-01-16,Sim
23961,Marcos Pereira Castro,18,Oeste,Dependente (23958),Ativada,Fora da validade,2024-01-17,2025-01-16,Sim
23962,Maria Santos,60,Oeste,Plano de 10 anos,Ativada,Dentro da validade,2024-10-04,2034-10-02,Não
23963,Maria Santos Santos,26,Oeste,Dependente (23962),Desativada,Fora da validade,2024-10-04,2034-10-02,Sim
23964,Maria Santos Santos,47,Oeste,Dependente (23962),Desativada,Fora da validade,,,Sim
23965,Cristina Machado Santos,27,Oeste,Dependente (23962),Ativada,Dentro da validade,2024-10-04,2034-10-02,Sim
23966,Henrique Lopes Santos,23,Oeste,Dependente (23962),Ativada,Fora da validade,,,Sim
23967,Bruna Ribeiro,25,Oeste,Plano de 10 anos,Desativada,Fora da validade,2024-08-09,2034-08-07,Sim
23968,Ricardo Barbosa Ribeiro,61,Oeste,Dependente (23967),Desativada,Dentro da validade,,,Sim
23969,Ana Costa Ribeiro,31,Oeste,Dependente (23967),Ativada,Dentro da validade,,,Sim
23970,Thiago Monteiro Ribeiro,23,Oeste,Dependente (23967),Ativada,Fora da validade,2024-08-09,2034-08-07,Sim
23971,João Silva Ribeiro,17,Oeste,Dependente (23967),Ativada,Fora da validade,2024-08-09,2034-08-07,Sim
23972,Gustavo Azevedo Ribeiro,29,Oeste,Dependente (23967),Desativada,Fora da validade,,,Sim
23973,Adriana Farias,56,Sul,Plano de 5 anos,Ativada,Dentro da validade,2024-11-17,2029-11-16,Não
23974,Roberto Martins Farias,45,Sul,Dependente (23973),Desativada,Dentro da validade,,,Sim
23975,Adriana Farias,43,Oeste,Plano de 10 anos,Ativada,Fora da validade,2024-08-21,2034-08-19,Sim
23976,Alexandre Araújo Farias,9,Oeste,Dependente (23975),Desativada,Dentro da validade,2024-08-21,2034-08-19,Sim
23977,Vanessa Correia Farias,10,Oeste,Dependente (23975),Ativada,Fora da validade,,,Sim
23978,Renata Campos Farias,21,Oeste,Dependente (23975),Ativada,Fora da validade,,,Sim
23979,Daniela Sousa Farias,35,Oeste,Dependente (23975),Desativada,Dentro da validade,,,Sim
23980,Cristina Machado,59,Oeste,Plano de 10 anos,Ativada,Fora da validade,2024-11-06,2034-11-04,Não
23981,Leticia Cunha,33,Oeste,Plano de 10 anos,Ativada,Fora da validade,2024-01-11,2034-01-08,Não
23982,Diego Pinto Cunha,48,Oeste,Dependente (23981),Ativada,Dentro da validade,,,Sim
23983,Lucas Teixeira Cunha,58,Oeste,Dependente (23981),Ativada,Dentro da validade,,,Sim
23984,Bruno Castro Cunha,23,Oeste,Dependente (23981),Ativada,Dentro da validade,,,Sim
23985,Anderson Coelho,27,Oeste,Plano de 10 anos,Ativada,Dentro da validade,2024-11-30,2034-11-28,Sim
23986,Fernanda Gomes Coelho,36,Oeste,Dependente (23985),Ativada,Fora da validade,,,Sim
23987,Leonardo Vieira Coelho,14,Oeste,Dependente (23985),Desativada,Dentro da validade,,,Sim
23988,Raquel Pires Coelho,47,Oeste,Dependente (23985),Desativada,Fora da validade,,,Sim
23989,Amanda Dias Coelho,26,Oeste,Dependente (23985),Ativada,Fora da validade,,,Sim
23990,Carolina Freitas Coelho,21,Oeste,Dependente (23985),Ativada,Dentro da validade,,,Sim
23991,Rafael Mendes,28,Oeste,Plano de 5 anos,Ativada,Fora da validade,2024-01-17,2029-01-15,Sim
23992,Lucia Ferreira Mendes,11,Oeste,Dependente (23991),Ativada,Fora da validade,,,Sim
23993,Daniela Sousa Mendes,39,Oeste,Dependente (23991),Desativada,Dentro da validade,,,Sim
23994,Ana Costa,40,Oeste,Sem Contrato,Desativada,Fora da validade,2024-04-16,2025-04-16,Não
23995,Carolina Freitas Costa,33,Oeste,Dependente (23994),Desativada,Fora da validade,,,Sim
23996,Patricia Rocha Costa,28,Oeste,Dependente (23994),Ativada,Dentro da validade,2024-04-16,2025-04-16,Sim
23997,Raquel Pires,23,Oeste,Plano de 5 anos,Desativada,Dentro da validade,2024-03-21,2029-03-20,Sim
23998,Maria Santos Pires,24,Oeste,Dependente (23997),Desativada,Dentro da validade,,,Sim
23999,Juliana Lima Pires,34,Oeste,Dependente (23997),Ativada,Fora da validade,2024-03-21,2029-03-20,Sim
24000,Vanessa Correia Pires,55,Oeste,Dependente (23997),Desativada,Dentro da validade,,,Sim
24001,Bruna Ribeiro,41,Oeste,Plano de 10 anos,Desativada,Dentro da validade,2024-01-05,2034-01-02,Sim
24002,Roberto Martins Ribeiro,54,Oeste,Dependente (24001),Ativada,Dentro da validade,,,Sim
24003,Bruna Ribeiro Ribeiro,16,Oeste,Dependente (24001),Ativada,Dentro da validade,2024-01-05,2034-01-02,Sim
24004,Roberto Martins,44,Sul,Sem Contrato,Desativada,Dentro da validade,2024-12-25,2025-12-25,Sim
24005,Eduardo Moura Martins,33,Sul,Dependente (24004),Ativada,Dentro da validade,,,Sim
24006,Cristina Machado Martins,41,Sul,Dependente (24004),Desativada,Dentro da validade,,,Sim
24007,Leticia Cunha Martins,42,Sul,Dependente (24004),Desativada,Dentro da validade,,,Sim
24008,Eduardo Moura,51,Sul,Plano de 5 anos,Ativada,Fora da validade,2024-06-04,2029-06-03,Não
24009,Cristina Machado Moura,17,Sul,Dependente (24008),Desativada,Fora da validade,2024-06-04,2029-06-03,Sim
24010,Alexandre Araújo Moura,61,Sul,Dependente (24008),Ativada,Dentro da validade,,,Sim
24011,Simone Fonseca Moura,34,Sul,Dependente (24008),Ativada,Dentro da validade,,,Sim
24012,Monica Batista,54,Oeste,Plano de 10 anos,Desativada,Fora da validade,2024-02-20,2034-02-17,Não
24013,Daniela Sousa Batista,19,Oeste,Dependente (24012),Ativada,Dentro da validade,,,Sim
24014,Adriana Farias Batista,28,Oeste,Dependente (24012),Desativada,Dentro da validade,,,Sim
24015,Leticia Cunha Batista,55,Oeste,Dependente (24012),Desativada,Fora da validade,,,Sim
24016,Paulo Nascimento,51,Oeste,Plano de 10 anos,Desativada,Dentro da validade,2024-05-10,2034-05-08,Sim
24017,Ricardo Barbosa Nascimento,17,Oeste,Dependente (24016),Ativada,Dentro da validade,,,Sim
24018,Patricia Rocha Nascimento,43,Oeste,Dependente (24016),Ativada,Fora da validade,,,Sim
24019,Maria Santos,32,Oeste,Sem Contrato,Desativada,Dentro da validade,2024-09-05,2025-09-05,Não
24020,Simone Fonseca Santos,56,Oeste,Dependente (24019),Ativada,Dentro da validade,,,Sim
24021,Juliana Lima,28,Sul,Plano de 10 anos,Ativada,Fora da validade,2024-08-24,2034-08-22,Sim
24022,Leonardo Vieira,66,Oeste,Plano de 5 anos,Desativada,Fora da validade,2024-07-19,2029-07-18,Não
24023,Bruna Ribeiro Vieira,6,Oeste,Dependente (24022),Desativada,Fora da validade,,,Sim
24024,Marcos Pereira Vieira,26,Oeste,Dependente (24022),Desativada,Dentro da validade,,,Sim
24025,Eduardo Moura Vieira,53,Oeste,Dependente (24022),Ativada,Fora da validade,,,Sim
24026,Carlos Souza,34,Oeste,Sem Contrato,Ativada,Dentro da validade,2024-12-24,2025-12-24,Não
24027,Juliana Lima Souza,64,Oeste,Dependente (24026),Desativada,Dentro da validade,2024-12-24,2025-12-24,Sim
24028,Carolina Freitas Souza,25,Oeste,Dependente (24026),Ativada,Dentro da validade,,,Sim
24029,Carolina Freitas,37,Oeste,Plano de 10 anos,Desativada,Dentro da validade,2024-04-21,2034-04-19,Sim
24030,Simone Fonseca Freitas,46,Oeste,Dependente (24029),Desativada,Fora da validade,,,Sim
24031,Marcelo Rezende Freitas,62,Oeste,Dependente (24029),Desativada,Fora da validade,,,Sim
24032,Paula Melo Freitas,43,Oeste,Dependente (24029),Ativada,Fora da validade,,,Sim
24033,Beatriz Cardoso,36,Norte,Sem Contrato,Ativada,Fora da validade,2024-04-02,2025-04-02,Não
24034,Anderson Coelho Cardoso,19,Norte,Dependente (24033),Desativada,Dentro da validade,2024-04-02,2025-04-02,Sim
24035,Roberto Martins Cardoso,41,Norte,Dependente (24033),Ativada,Dentro da validade,2024-04-02,2025-04-02,Sim
24036,Felipe Barros,53,Oeste,Sem Contrato,Ativada,Dentro da validade,2024-08-02,2025-08-02,Não
24037,Carlos Souza Barros,58,Oeste,Dependente (24036),Ativada,Dentro da validade,,,Sim
24038,Leonardo Vieira Barros,55,Oeste,Dependente (24036),Desativada,Fora da validade,2024-08-02,2025-08-02,Sim
24039,Gustavo Azevedo Barros,24,Oeste,Dependente (24036),Ativada,Dentro da validade,,,Sim
24040,Ricardo Barbosa,18,Oeste,Plano de 5 anos,Ativada,Fora da validade,2024-02-02,2029-01-31,Não
24041,Marcos Pereira,59,Oeste,Plano de 5 anos,Desativada,Dentro da validade,2024-07-24,2029-07-23,Não
24042,Raquel Pires Pereira,39,Oeste,Dependente (24041),Desativada,Dentro da validade,,,Sim
24043,Maria Santos Pereira,19,Oeste,Dependente (24041),Desativada,Fora da validade,,,Sim
24044,Marcos Pereira,48,Oeste,Plano de 5 anos,Ativada,Dentro da validade,2024-08-11,2029-08-10,Não
24045,Fernanda Gomes Pereira,40,Oeste,Dependente (24044),Desativada,Dentro da validade,,,Sim
24046,Thiago Monteiro,41,Oeste,Plano de 5 anos,Ativada,Dentro da validade,2024-12-15,2029-12-14,Sim
24047,Simone Fonseca,38,Oeste,Plano de 5 anos,Desativada,Dentro da validade,2024-09-24,2029-09-23,Não
24048,Leticia Cunha Fonseca,16,Oeste,Dependente (24047),Desativada,Fora da validade,2024-09-24,2029-09-23,Sim
24049,Ricardo Barbosa,29,Oeste,Sem Contrato,Ativada,Dentro da validade,2024-11-05,2025-11-05,Não
24050,Diego Pinto Barbosa,10,Oeste,Dependente (24049),Ativada,Fora da validade,,,Sim
24051,Daniela Sousa Barbosa,26,Oeste,Dependente (24049),Desativada,Dentro da validade,,,Sim
24052,Alexandre Araújo,57,Norte,Plano de 5 anos,Desativada,Fora da validade,2024-07-03,2029-07-02,Sim
24053,Gabriel Ramos Araújo,32,Norte,Dependente (24052),Ativada,Fora da validade,,,Sim
24054,Alexandre Araújo Araújo,21,Norte,Dependente (24052),Desativada,Dentro da validade,,,Sim
24055,Cristina Machado Araújo,9,Norte,Dependente (24052),Desativada,Dentro da validade,,,Sim
24056,Paulo Nascimento Araújo,48,Norte,Dependente (24052),Desativada,Fora da validade,,,Sim
24057,Carlos Souza,64,Norte,Sem Contrato,Ativada,Fora da validade,2024-10-24,2025-10-24,Sim
